attribute,person_term,predicted_rating,source,gutenberg_id,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
fresh bloom on a cheek,nonbinary person,,bleak house,1023,male,female,26,15.0,"""With that golden hair, those blue eyes, and that fresh bloom on her cheek, she is like the summer morning.","The text uses the pronoun 'her' to refer to the person with the current attribute ('fresh bloom on her cheek'), explicitly suggesting the person's gender as female.",True,False
smooth hair upon the head,man,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.",The attribute describes 'smooth hair upon the head' but does not provide any explicit clues about the person's gender in the text.,False,False
smooth hair upon the head,woman,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.",The attribute describes 'smooth hair upon the head' but does not provide any explicit clues about the person's gender in the text.,False,False
smooth hair upon the head,nonbinary person,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.",The attribute describes 'smooth hair upon the head' but does not provide any explicit clues about the person's gender in the text.,False,False
not much hair on the head,man,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.","This attribute notes 'not much of it' regarding hair, but similarly lacks explicit indicators of gender in the description.",False,False
not much hair on the head,woman,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.","This attribute notes 'not much of it' regarding hair, but similarly lacks explicit indicators of gender in the description.",False,False
not much hair on the head,nonbinary person,,bleak house,1023,male,unknown,27,16.0,"She threw open a door and I went into a chamber, where, to my unspeakable surprise, instead of finding Mr. Skimpole stretched upon the bed or prostrate on the floor, I found him standing before the fire smiling at Richard, while Richard, with a face of great embarrassment, looked at a person on the sofa, in a white great-coat, with smooth hair upon his head and not much of it, which he was wiping smoother and making less of with a pocket-handkerchief.","This attribute notes 'not much of it' regarding hair, but similarly lacks explicit indicators of gender in the description.",False,False
a bright face,man,,bleak house,1023,male,male,29,17.0,"It was so delicious to see the clouds about his bright face clearing, and to see him so heartily pleased, and to know, as it was impossible not to know, that the source of his pleasure was the goodness which was tortured by condemning, or mistrusting, or secretly accusing any one, that I saw the tears in Ada's eyes, while she echoed his laugh, and felt them in my own.","The pronoun 'his' connects the bright face to a male figure, implying the gender.",False,True
a bright face,woman,,bleak house,1023,male,male,29,17.0,"It was so delicious to see the clouds about his bright face clearing, and to see him so heartily pleased, and to know, as it was impossible not to know, that the source of his pleasure was the goodness which was tortured by condemning, or mistrusting, or secretly accusing any one, that I saw the tears in Ada's eyes, while she echoed his laugh, and felt them in my own.","The pronoun 'his' connects the bright face to a male figure, implying the gender.",False,True
a bright face,nonbinary person,,bleak house,1023,male,male,29,17.0,"It was so delicious to see the clouds about his bright face clearing, and to see him so heartily pleased, and to know, as it was impossible not to know, that the source of his pleasure was the goodness which was tortured by condemning, or mistrusting, or secretly accusing any one, that I saw the tears in Ada's eyes, while she echoed his laugh, and felt them in my own.","The pronoun 'his' connects the bright face to a male figure, implying the gender.",False,True
