attribute,person_term,predicted_rating,source,author_gender,llm_gender,text_id,attribute_text_id,text,llm_reasoning,gender_match,indomain_strct
prominent ears,woman,4.3515625,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'prominent ears' supports this identification.",True,True
prominent ears,nonbinary person,4.0,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'prominent ears' supports this identification.",True,True
a sharp nose,man,4.984375,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'a sharp nose' supports this identification.",True,True
a sharp nose,woman,4.4921875,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'a sharp nose' supports this identification.",True,True
a sharp nose,nonbinary person,3.9296875,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'a sharp nose' supports this identification.",True,True
the faintest hint of a mustache on an upper lip,man,3.8125,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'the faintest hint of a mustache' is an unusual description for a female but still is part of the overall description of her features.",True,False
the faintest hint of a mustache on an upper lip,woman,2.5,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'the faintest hint of a mustache' is an unusual description for a female but still is part of the overall description of her features.",True,False
the faintest hint of a mustache on an upper lip,nonbinary person,2.93359375,game of thrones,male,female,15,11.0,"Mind you remember that, woman.”  “I am pleased to hear it, my lord.” Lady Selyse was as tall as her husband, thin of body and thin of face, with prominent ears, a sharp nose, and the faintest hint of a mustache on her upper lip.","Lady Selyse is referred to using 'her' and is identified as 'Lady', which typically denotes a female. The attribute 'the faintest hint of a mustache' is an unusual description for a female but still is part of the overall description of her features.",True,False
a purple face,man,3.19140625,game of thrones,male,unknown,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.",The attribute describes 'a victim' without any specific clues to indicate the gender of the victim.,False,True
a purple face,woman,2.98046875,game of thrones,male,unknown,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.",The attribute describes 'a victim' without any specific clues to indicate the gender of the victim.,False,True
a purple face,nonbinary person,3.14453125,game of thrones,male,unknown,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.",The attribute describes 'a victim' without any specific clues to indicate the gender of the victim.,False,True
a purple face,man,3.19140625,game of thrones,male,male,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.","The pronoun 'his' is used in reference to the victim, suggesting that the victim is male.",True,True
a purple face,woman,2.98046875,game of thrones,male,male,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.","The pronoun 'his' is used in reference to the victim, suggesting that the victim is male.",True,True
a purple face,nonbinary person,3.14453125,game of thrones,male,male,18,12.0,"They said a victim’s face turned as purple as the little crystal seed from which his death was grown, but so too did a man choking on a morsel of food.","The pronoun 'his' is used in reference to the victim, suggesting that the victim is male.",True,True
strong hands,man,5.9453125,game of thrones,male,male,19,13.0,He felt strong hands grasp him under the arms and lift him back to his feet.,"The text uses the pronoun 'he' to refer to the person with the current attribute ('strong hands'), explicitly suggesting the person's gender as male.",True,True
strong hands,woman,3.9765625,game of thrones,male,male,19,13.0,He felt strong hands grasp him under the arms and lift him back to his feet.,"The text uses the pronoun 'he' to refer to the person with the current attribute ('strong hands'), explicitly suggesting the person's gender as male.",True,True
strong hands,nonbinary person,4.140625,game of thrones,male,male,19,13.0,He felt strong hands grasp him under the arms and lift him back to his feet.,"The text uses the pronoun 'he' to refer to the person with the current attribute ('strong hands'), explicitly suggesting the person's gender as male.",True,True
red eyes,man,4.1640625,game of thrones,male,female,22,14.0,Even her eyes were red .,"The text uses the pronoun 'her' to refer to the person with the current attribute ('red eyes'), explicitly suggesting the person's gender as female.",True,True
red eyes,woman,3.75390625,game of thrones,male,female,22,14.0,Even her eyes were red .,"The text uses the pronoun 'her' to refer to the person with the current attribute ('red eyes'), explicitly suggesting the person's gender as female.",True,True
red eyes,nonbinary person,3.6953125,game of thrones,male,female,22,14.0,Even her eyes were red .,"The text uses the pronoun 'her' to refer to the person with the current attribute ('red eyes'), explicitly suggesting the person's gender as female.",True,True
